"USAF","WBAN","STATION NAME","CTRY","STATE","ICAO","LAT","LON","ELEV(M)","BEGIN","END"
"999999","24235","SEXTON SUMMIT","US","OR","KSXT","+42.600","-123.364","+1170.7","19480101","19721231"
"999999","24236","SISKIYOU SUMMIT","US","OR","","+42.083","-122.567","+1367.0","19480101","19480919"
"999999","24237","STAMPEDE PASS","US","WA","KSMP","+47.277","-121.337","+1209.1","19480101","19721231"
"999999","24238","STEVENSON","US","WA","","+45.717","-121.833","+0096.9","19490101","19520416"
"999999","24240","TATOOSH ISLAND","US","WA","K93S","+48.383","-124.733","+0025.9","19480101","19660801"
"999999","24241","TOLEDO WINLOCK MUNI AP","US","WA","KTDO","+46.483","-122.817","+0114.3","19480101","20051231"
"999999","24243","YAKIMA AIR TERMINAL","US","WA","KYKM","+46.568","-120.543","+0324.9","19480101","19721231"
"999999","24244","SEATTLE NAS","US","WA","NEJ","+47.683","-122.267","+0014.9","19450301","19700601"
"999999","24246","ASTORIA NAS","US","OR","","+46.167","-123.883","+0004.0","19450401","19460520"
"999999","24248","CORVALLIS NAAS","US","OR","","+44.500","-123.283","+0075.0","19450622","19450915"
"999999","24249","KLAMATH FALLS NAS","US","OR","","+42.133","-121.750","+1247.9","19450401","19451001"
"999999","24250","LAKEVIEW NSA","US","OR","","+42.150","-120.400","+1444.1","19450401","19451001"
"999999","24251","NORTH BEND NAAF","US","OR","","+43.417","-124.233","+0015.8","19450501","19450915"
"999999","24252","QUILLAYUTE NAAS","US","WA","","+47.950","-124.533","+0061.9","19450301","19450901"
"999999","24253","SHELTON NAAS","US","WA","","+47.233","-123.133","+0091.1","19450401","19450916"
"999999","24254","TILLAMOOK NAS","US","OR","","+45.417","-123.800","+0011.9","19460101","19480430"
"999999","24255","WHIDBEY ISLAND NAS","US","WA","KNUW","+48.350","-122.667","+0014.3","19450401","19721231"
"999999","24259","MONTAGUE SISKIYOU COUNTY AP","US","CA","KSIY","+41.781","-122.472","+0805.0","19560101","19660101"
"999999","24278","HOQUIAM","US","WA","","+46.967","-123.883","+0004.9","19530501","19530601"
"999999","24281","WSMO (EMSU)","US","WA","","+47.650","-122.300","+0005.8","19960702","19971231"
"999999","24283","ARCATA AIRPORT","US","CA","KACV","+40.978","-124.109","+0064.0","19491201","19721231"
"999999","24284","NORTH BEND MUNI AIRPORT","US","OR","KOTH","+43.413","-124.244","+0005.2","19490501","19761231"
"999999","24285","NEWPORT MUNICIPAL AP","US","OR","KONP","+44.583","-124.050","+0048.8","19490801","19501115"
"999999","24286","CRESCENT CITY FAA AI","US","CA","KCEC","+41.780","-124.237","+0016.8","19491015","19550101"
"999999","25237","HOLBERG","CA","","CYHJ","+50.650","-128.000","+0569.1","19560611","19691230"
"999999","25309","JUNEAU MUNICIPAL ARPT","US","AK","PAJN","+58.357","-134.564","+0007.3","19480701","19721231"
"999999","25310","ANGOON","US","AK","PAGN","+57.499","-134.586","+0000.0","19480724","19480901"
"999999","25315","CAPE DECISION","US","AK","CDE","+56.000","-134.133","+0014.9","19480701","19480901"
"999999","25316","CAPE SPENCER","US","AK","CSP","+58.200","-136.633","+0027.1","19480701","19480901"
"999999","25317","CRAIG","US","AK","CGA","+55.483","-133.150","+0004.0","19480701","19480901"
"999999","25322","GUSTAVUS","US","AK","PAGS","+58.411","-135.709","+0009.1","19490101","19680701"
"999999","25323","HAINES","US","AK","PAHN","+59.243","-135.509","+0004.9","19480701","19530831"
"999999","25325","KETCHIKAN TONGASS","US","AK","PAKT","+55.357","-131.712","+0029.3","19480701","19480831"
"999999","25329","PETERSBURG","US","AK","PAPG","+56.806","-132.937","+0032.6","19480701","19560430"
"999999","25333","SITKA JAPONSKI AP","US","AK","PASI","+57.048","-135.365","+0020.4","19480701","19710201"
"999999","25339","YAKUTAT STATE AP","US","AK","PAYA","+59.512","-139.671","+0009.4","19490101","19721231"
"999999","25342","CAPE SAINT JAMES  &","CA","","WFV","+51.933","-131.017","","19530101","19721231"
"999999","25343","LANGARA","CA","","CYLA","+54.250","-133.050","+0041.1","19540101","19721231"
"999999","25379","SITKA 1 NE","US","AK","","+57.057","-135.327","+0023.8","20050815","20240129"
"999999","25380","GUSTAVUS 2 NE","US","AK","","+58.429","-135.690","+0006.1","20120719","20240129"
"999999","25381","METLAKATLA 6 S","US","AK","","+55.046","-131.588","+0032.0","20120726","20240129"
"999999","25382","YAKUTAT 3 SSE","US","AK","","+59.509","-139.685","+0007.9","20160827","20240129"
"999999","25403","MIDDLETON ISLAND AUT","US","AK","PAMD","+59.450","-146.317","+0036.9","19590101","19630701"
"999999","25506","ILIAMNA ARPT","US","AK","PAIL","+59.749","-154.909","+0048.8","19480701","19710131"
"999999","25507","HOMER MUNICIPAL ARPT","US","AK","PAHO","+59.642","-151.491","+0022.3","19480701","19721231"
"999999","25515","DRIFTWOOD BAY","US","AK","DFB","+53.967","-166.850","+0395.9","19590630","19690601"
"999999","25522","KING SALMON 42 SE","US","AK","","+58.208","-155.923","+0201.5","20120815","20240129"
"999999","25624","COLD BAY ARPT","US","AK","PACD","+55.221","-162.733","+0031.4","19550701","19721231"
"999999","25630","SAND POINT 1 ENE","US","AK","","+55.347","-160.466","+0073.2","20090820","20240129"
"999999","25701","ADAK DAVIS AFB","US","AK","","+51.883","-176.650","+0004.9","19490101","19500701"
"999999","25709","ASI TANAGA ISLAND NS","US","AK","","+51.750","-178.033","+0045.1","19470201","19490316"
"999999","25711","ST. PAUL 4 NE","US","AK","","+57.158","-170.212","+0006.1","20050807","20240129"
"999999","26114","CAPE YOUNG PIN 2","CA","","CYUI","+68.933","-116.917","+0017.1","19530101","19671101"
"999999","26394","TUKTOYAKTUK","CA","","CYUB","+69.450","-133.017","+0005.0","19640101","19721231"
"999999","26401","ANCHORAGE ELMENDORF AFB","US","AK","PAED","+61.253","-149.794","+0064.9","20040702","20051231"
"999999","26403","LADD AAB","US","AK","FBK","+64.850","-147.583","+0148.1","19490101","19601101"
"999999","26413","FORT YUKON","US","AK","PFYU","+66.567","-145.267","+0138.4","19480701","19630930"
"999999","26414","SUMMIT AIRPORT","US","AK","PAST","+63.331","-149.127","+0734.3","19480701","20041231"
"999999","26416","BOUNDARY","US","AK","BYA","+64.067","-141.117","+0793.1","19480701","19480901"
"999999","26417","CAPE HINCHINBROOK","US","AK","CHB","+60.233","-146.650","+0056.1","19640701","19731231"
"999999","26418","CENTRAL NO 2","US","AK","PACE","+65.567","-144.765","+0284.1","19480701","19480901"
"999999","26422","EAGLE AIRPORT","US","AK","PAEG","+64.777","-141.148","+0273.7","19980202","20051231"
"999999","26435","NENANA MUNICIPAL AP","US","AK","PANN","+64.550","-149.072","+0110.3","19490101","19710201"
"999999","26436","NORTH DUTCH ISLAND C","US","AK","NDI","+60.767","-147.800","+0011.9","19480701","19510914"
"999999","26437","PORTAGE","US","AK","","+60.850","-148.983","+0011.0","19480701","19480901"
"999999","26439","SHEEP MOUNTAIN","US","AK","PASP","+61.812","-147.507","+0835.2","19490101","20041231"
"999999","26442","VALDEZ WSO","US","AK","PAVW","+61.130","-146.352","+0011.3","19670702","19721231"
"999999","26445","YAKATAGA AP","US","AK","PAWS","+61.572","-149.540","+0107.9","19480701","19680523"
"999999","26451","ANCHORAGE INTL AP","US","AK","PANC","+61.169","-150.028","+0040.2","19531101","19721231"
"999999","26452","ELMENDORF 2 AFB","US","AK","","+61.250","-149.800","+0063.1","19531022","19560413"
"999999","26455","HUMPHREY POINT BAR A","US","AK","","+69.917","-142.333","+0007.0","19580401","19630901"
"999999","26457","CAMDEN BAY","US","AK","","+69.983","-144.833","+0003.0","19580324","19630801"
"999999","26458","GERSTLE RIVER","US","AK","","+63.850","-144.983","+0004.9","19691130","19700917"
"999999","26494","FAIRBANKS 11 NE","US","AK","","+64.974","-147.510","+0347.5","20020809","20240129"
"999999","26510","MCGRATH ARPT","US","AK","PAMC","+62.957","-155.610","+0103.0","19480703","19721231"
"999999","26512","MINCHUMINA","US","AK","PAMH","+63.886","-152.302","+0214.0","19480701","19690501"
"999999","26513","SHUNGNAK CAA","US","AK","SHG","+66.900","-157.033","+0042.1","19480709","19500915"
"999999","26514","SKWENTNA","US","AK","PASW","+61.977","-151.217","+0045.1","19480731","19590217"
"999999","26516","ANIAK AIRPORT","US","AK","PANI","+61.583","-159.533","+0025.9","19480701","19710131"
"999999","26517","BETTLES CAA","US","AK","","+66.900","-151.717","+0260.9","19480701","19510501"
"999999","26519","FAREWELL FAA AP","US","AK","PAFK","+62.517","-153.883","+0458.1","19480701","19710201"
"999999","26523","KENAI MUNICIPAL AP","US","AK","PAEN","+60.580","-151.239","+0028.0","19480701","19710201"
"999999","26526","PUNTILLA LAKE","US","AK","KPTI","+62.091","-152.735","+0566.3","20040702","20051231"
"999999","26528","TALKEETNA STATE ARPT","US","AK","PATK","+62.320","-150.095","+0108.5","19480701","19721231"
"999999","26529","TANANA RALPH M CALHOUN MEM AP","US","AK","PATA","+65.175","-152.107","+0067.1","19480701","19710311"
"999999","26533","BETTLES FIELD","US","AK","PABT","+66.540","-151.310","+0196.0","19520101","19721231"
"999999","26539","FIVE MILE CAMP","US","AK","","+66.083","-150.000","+0134.1","19741101","19751101"
"999999","26540","OLD MAN","US","AK","","+67.450","-150.583","+0011.0","19741101","19751101"
"999999","26547","HAYES RIVER","US","AK","","+61.983","-152.083","+0305.1","20050601","20051231"
"999999","26562","PORT ALSWORTH 1 SW","US","AK","","+60.195","-154.320","+0097.8","20090925","20240129"
"999999","26563","KENAI 29 ENE","US","AK","","+60.724","-150.448","+0086.0","20100830","20240129"
"999999","26564","IVOTUK 1 NNE","US","AK","","+68.485","-155.751","+0581.9","20140618","20221127"
"999999","26565","DEADHORSE 3 S","US","AK","","+70.162","-148.464","+0009.1","20140627","20240129"
"999999","26616","KOTZEBUE RALPH WEIN MEMORIAL","US","AK","PAOT","+66.867","-162.633","+0004.9","19450101","19721231"
"999999","26617","NOME MUNICIPAL ARPT","US","AK","PAOM","+64.511","-165.440","+0006.7","19470101","19721231"
"999999","26618","WALES","US","AK","KWAA","+65.617","-168.050","+0002.7","19560802","19580517"
"999999","26619","CANDLE","US","AK","CDL","+65.933","-161.917","+0007.0","19480701","19480901"
"999999","26627","UNALAKLEET FIELD","US","AK","PAUN","+63.883","-160.800","+0006.1","19480701","19721231"
"999999","26637","CAPE BEAUFORT LIZ A","US","AK","","+69.033","-163.783","+0014.9","19571014","19630824"
"999999","26638","POINT LAY LIZ 2","US","AK","PIZ","+69.733","-163.017","+0006.1","19570801","19721231"
"999999","26655","RED DOG MINE 3 SSW","US","AK","","+68.028","-162.921","+0287.1","20100825","20240129"
"999999","26656","BETHEL 87 WNW","US","AK","","+61.347","-164.077","+0046.6","20180817","20240129"
"999999","26703","GAMBELL","US","AK","PAGM","+63.767","-171.733","+0007.9","19480701","19530701"
"999999","27102","HOLMAN ISLAND","CA","","CYHI","+70.500","-117.633","+0009.1","19580101","19840101"
"999999","27201","SACHS HARBOUR","CA","","CYSY","+71.950","-124.733","+0084.1","19551101","19840101"
"999999","27202","CAPE PARRY","CA","NT","","+70.167","-124.683","","19560101","19721231"
"999999","27301","MCINTYRE POW C","US","AK","","+70.400","-148.700","+0004.9","19580301","19630701"
"999999","27403","OLIKTOK POW 2","US","AK","OLI","+70.500","-149.883","+0004.9","19570809","19721231"
"999999","27404","FLAXMAN ISLAND POW 3","US","AK","","+70.167","-146.833","+0007.0","19570815","19710701"
"999999","27405","PRUDHOE BAY","US","AK","PAUD","+70.250","-148.333","+0014.0","19680701","19721231"
"999999","27503","WAINWRIGHT AIRPORT","US","AK","PAWI","+70.639","-159.995","+0009.1","19480701","20051231"
"999999","27506","BARROW POINT BARROW","US","AK","PBA","+71.333","-156.650","+0006.1","19590826","19710101"
"999999","27507","PEARD BAY LIZ C","US","AK","","+70.800","-158.250","+0028.0","19570801","19630701"
"999999","27508","WAINWRIGHT LIZ 3","US","AK","PAWI","+70.617","-159.850","+0027.1","19570802","19721231"
"999999","27510","CAPE SIMPSON POW A","US","AK","","+71.050","-154.750","+0003.0","19571101","19630903"
"999999","27511","KOGRU RIVER POW B","US","AK","","+71.583","-152.167","+0009.1","19580101","19630904"
"999999","27512","LONELY","US","AK","LNI","+70.917","-153.250","+0009.1","19570726","19721231"
"999999","27516","UTQIAĠVIK FORMERLY BARROW 4 ENE","US","AK","","+71.321","-156.611","+0004.6","20020808","20240129"
"999999","27601","ICY CAPE LIZ B","US","AK","","+70.367","-161.750","+0014.9","19571101","19630828"
"999999","33126","SIGONELLA","IT","","KQNS","+37.400","+014.917","+0031.1","19600311","19781231"
"999999","34048","CHATEAUROUX","FR","","LFLX","+46.850","+001.717","+0164.0","19510731","19661230"
"999999","34051","TOUL ROSIERE","FR","","LFSL","+48.767","+005.983","+0288.0","19520319","19670131"
"999999","34052","CHAUMONT","FR","","LFQU","+48.100","+005.050","+0313.0","19520505","19661230"
"999999","34053","LAON","FR","","LLXO","+49.633","+003.550","+0082.9","19520531","19661230"
"999999","34061","EVREUX","FR","","LFOE","+49.017","+001.233","+0141.1","19541022","19670608"
"999999","34062","PHALSBOURG","FR","","","+48.817","+007.200","+0313.0","19541024","19661118"
"999999","34065","DREUX","FR","","LFOX","+48.650","+001.100","+0182.9","19550902","19661007"
"999999","34066","ORLEANS","FR","","LFOS","+47.933","+001.883","+0128.0","19570301","19670317"
"999999","34067","BRIENNE","FR","","LFOK","+48.433","+004.483","+0120.1","19630102","19650521"
"999999","34071","VERDUN","FR","","LFZU","+49.117","+005.467","+0371.9","19591102","19670214"
"999999","34072","SUIPPES RANGE (MET)","FR","","LFFS","+49.150","+004.533","","19600201","19670228"
"999999","34194","VERONA","IT","","LIPN","+45.467","+010.933","+0093.0","19600120","19671229"
"999999","34196","GABLINGEN","GM","","EDOX","+48.450","+010.867","+0466.0","19630910","19671229"
"999999","35034","LAKENHEATH RAF","UK","","EGUL","+52.400","+000.567","+0010.1","19490501","19671231"
"999999","35046","MILDENHALL","UK","","EGUN","+52.367","+000.483","+0010.1","19500714","19671231"
"999999","35047","MANSTON","UK","","EGUM","+51.350","+001.367","+0043.9","19500720","19580531"
"999999","35048","BENTWATERS","UK","","EGVJ","+52.133","+001.433","+0025.9","19510601","19671231"
"999999","35049","STANTON","UK","","","+52.317","+000.917","+0061.0","19510601","19590109"
"999999","40308","YAP ISLAND WSO AP","FM","FM","PTYA","+09.483","+138.083","+0017.1","19520101","19721231"
"999999","40309","KOROR WSO","PS","PC","PTKR","+07.333","+134.483","+0033.2","19520101","19721231"
"999999","40504","WEATHER SERVICE BUILDING","FM","FM","","+06.967","+158.217","+0036.6","19530101","20240129"
"999999","40505","CHUUK WSO AP","FM","FM","PTKK","+07.450","+151.833","+0002.4","19520101","19721231"
"999999","40604","KWAJALEIN MISSLE RAN","RM","PC","PKWA","+08.733","+167.733","+0007.9","19530101","19721231"
"999999","40710","WEATHER SERVICE OFFICE BUILDING","RM","MH","","+07.065","+171.272","+0003.1","19550131","20240129"
"999999","41003","DA NANG","VM","","VVSD","+16.050","+108.200","+0007.0","19651130","19671231"
"999999","41013","KY HA","VM","","IKYU","+15.467","+108.700","+0018.0","19650930","19671031"
"999999","41024","MARBLE MOUNTAIN","VM","","","+16.033","+108.250","+0009.1","19660201","19671231"
"999999","41056","QUANG TRI","VM","","VVQT","+16.767","+107.167","+0014.0","19671215","19691031"
"999999","41068","VANDERGRIF","VM","","ILZV","+16.683","+106.833","+0036.9","19680714","19690930"
"999999","41224","SANGLEY POINT","RP","","RPMS","+14.500","+120.917","+0002.1","19470101","19631231"
"999999","41225","SAN JOSE","RP","","","+12.600","+121.000","+0004.0","19450514","19450917"
"999999","41226","LEYTE GULF NF","RP","","RLTE","+11.067","+125.033","+0004.0","19450731","19450829"
"999999","41227","MANILA NF","RP","","","+14.600","+121.000","+0004.0","19451231","19460131"
"999999","41228","MANILA NF","RP","","","+14.600","+121.000","+0032.9","19460630","19470123"
"999999","41229","MANILA","RP","","","+14.550","+120.983","+0004.0","19470131","19470630"
"999999","41230","OLONGAPO","RP","","ROLP","+14.817","+120.283","+0004.0","19500110","19550729"
"999999","41231","CUBI POINT NF","RP","","RPLB","+14.800","+120.267","+0014.0","19550731","19721231"
"999999","41406","GUAM WFO","GQ","","PGUM","+13.483","+144.800","+0077.4","19450831","19950331"
"999999","41407","GUAM MARSHALL ISLAND","GQ","","","+13.467","+144.250","+0054.9","19460531","19461231"
"999999","41408","SAIPAN MARSHALL ISLA","CQ","","PGSN","+15.117","+145.700","+0032.0","19530509","19620618"
"999999","41411","GUAM OROTE","GQ","","","+13.433","+144.633","+0024.1","19450531","19480529"
"999999","41412","SAIPAN MARSHALL ISLA","RM","","","+15.217","+145.750","+0011.0","19501231","19510531"
"999999","41413","TINIAN","CQ","","PGWT","+15.000","+145.633","+0082.0","19450630","19460228"
"999999","41414","GUAM NORTH AFB","GQ","GU","","+13.583","+144.917","+0186.5","20040701","20041231"
"999999","41415","GUAM WFO","GQ","GU","PGUM","+13.483","+144.800","+0076.2","19671231","19721231"
"999999","41606","WAKE ISLAND","WQ","PC","PWAK","+19.283","+166.650","+0003.7","19491031","19721231"
"999999","42204","KADENA AB","JA","","RODN","+26.350","+127.767","+0043.0","19481231","19680331"
"999999","42210","YONABARU RYUKYU ISLA","JA","","","+26.200","+127.750","+0009.1","19450831","19470930"
"999999","42215","FUTENMA","US","","ROTM","+26.267","+127.750","+0084.1","19600630","19721231"
"999999","42216","HAMBY AAF","JA","","ROHF","+26.300","+127.767","+0004.9","19630825","19680331"
"999999","42402","CHICHI JIMA BONIN ISLAND","JA","","","+27.083","+142.200","","19531004","19680625"
"999999","42501","MARCUS ISLAND NF","JA","","","+24.283","+153.967","+0007.0","19451231","19470731"
"999999","42502","MINAMI TORI SHIMA MA","JA","","PZMI","+24.300","+153.967","+0006.1","19630630","19680630"
"999999","43204","HUNG CHIA","CH","","","+31.233","+121.450","+0027.1","19451208","19490425"
"999999","43205","TSINGTAO","CH","","","+36.183","+120.383","+0014.0","19451231","19480930"
"999999","43213","PUSAN AST - ROK K-9","KS","","RKPP","+35.167","+129.133","+0004.9","19500905","19621231"
"999999","43214","TAEJON ROK K-5","KS","","RKTD","+36.450","+127.433","+0039.9","19540630","19671231"
"999999","43220","KWANDAE RI TEAM 840","KS","","RKNK","+38.017","+128.133","+0181.1","19510909","19671231"
"999999","43238","YONGIL MAN MAG 12","KS","","","+35.983","+129.433","+0020.1","19511231","19560731"
"999999","43240","SACHEON AB","KS","","","+35.089","+128.070","+0007.6","19540630","19700930"
"999999","43263","CHEJU DO K 39","KS","","","+33.200","+126.267","+0013.1","19540729","19671231"
"999999","43270","CHANGGAI GAP ROK K 3","KS","","","+36.083","+129.567","+0021.0","19580515","19671231"
"999999","43273","OSAN","KS","","RKSN","+37.033","+126.750","+0011.9","19630228","19671229"
"999999","43309","IRUMA","JA","","RJTJ","+35.833","+139.417","+0093.9","19481231","19601231"
"999999","43313","FUSSA","JA","","RJTY","+35.750","+139.350","+0139.0","19481231","19680331"
"999999","43316","BRADY","JA","","RKBD","+33.633","+130.500","+0014.0","19500916","19550605"
"999999","43317","YUKUHASHI","JA","","RJFZ","+33.667","+131.033","+0011.9","19500811","19570630"
"999999","43318","NIIGATA","JA","","","+37.956","+139.121","+0008.8","19510228","19570630"
"999999","43320","OPPAMA","JA","","","+35.317","+139.650","+0007.9","19510630","19600624"
"999999","43321","KISARAZU","JA","","RJTK","+35.383","+139.917","+0006.1","19520725","19590331"
"999999","43322","IWAKUNI","JA","","RIWA","+34.150","+132.233","+0003.0","19521031","19540915"
"999999","43323","YOKOSUKA","JA","","RJTX","+35.283","+139.667","+0053.0","19530228","19761231"
"999999","43324","IWAKUNI","JA","","RJOI","+34.150","+132.233","+0003.0","19521031","19721231"
"999999","43325","KASTNER AAF","JA","","RJTW","+35.517","+139.400","+0107.0","19541230","19701231"
"999999","44101","PEKING","CH","","RPEK","+40.000","+116.500","+0050.9","19460430","19460630"
"999999","44301","KHABAROVSK","RS","","EUHH","+48.483","+135.483","+0053.0","19450914","19451218"
"999999","45708","SHEMYA ISLAND","US","AK","","+52.717","+174.100","+0039.9","19490101","19551201"
"999999","45709","ATTU NS","US","AK","ATU","+52.800","+173.167","+0028.0","19470101","19580625"
"999999","45714","SHEMYA ISLAND","US","AK","","+52.717","+174.100","+0034.1","19580628","19590901"
"999999","45715","SHEMYA AFB","US","AK","PASY","+52.717","-174.100","+0029.6","19590901","20041231"
"999999","53002","ARTESIA 2 WNW","US","NM","","+32.855","-104.457","+1067.1","20100624","20140601"
"999999","53003","GRANTS 2 S","US","NM","","+35.119","-107.830","+1963.8","20100828","20140601"
"999999","53004","BLUFF 32 NW","US","UT","","+37.601","-109.989","+1959.3","20100813","20140601"
"999999","53005","BUENA VISTA 2 SSE","US","CO","","+38.811","-106.122","+2418.0","20100717","20140601"
"999999","53006","AMADO 23 W","US","AZ","","+31.692","-111.448","+1005.8","20100926","20140601"
"999999","53007","COLORADO SPRINGS 23 NW","US","CO","","+39.088","-105.088","+2399.4","20100630","20140601"
"999999","53008","CLOVIS 7 N","US","NM","","+34.512","-103.174","+1315.5","20091213","20140601"
"999999","53009","RAMAH 9 SE","US","NM","","+35.046","-108.364","+2183.6","20100902","20140601"
"999999","53010","MONTICELLO 24 NW","US","UT","","+38.140","-109.617","+1531.6","20100814","20140601"
"999999","53011","TSAILE 1 SSW","US","AZ","","+36.292","-109.218","+2155.2","20100817","20130624"
"999999","53012","BLANDING 26 SSW","US","UT","","+37.267","-109.607","+1338.1","20100815","20140601"
"999999","53013","CEDAR CITY 18 SSE","US","UT","","+37.457","-113.225","+1553.3","20100804","20140601"
"999999","53014","MEXICAN HAT 10 NW","US","UT","","+37.251","-109.988","+1939.8","20100818","20140601"
"999999","53015","HAGERMAN 10 ESE","US","NM","","+33.088","-104.162","+1082.7","20100904","20140601"
"999999","53016","VAUGHN 36 SSE","US","NM","","+34.137","-104.930","+1534.4","20100828","20140601"
"999999","53017","AZTEC 43 E","US","NM","","+36.750","-107.219","+2140.9","20100831","20140601"
"999999","53129","COLORADO CITY MUNI AIRPORT","US","AZ","KAZC","+36.960","-113.014","+1485.6","20020802","20041231"
"999999","53131","TUCSON 11 W","US","AZ","","+32.240","-111.170","+0833.0","20020918","20240129"
"999999","53132","ELGIN 5 S","US","AZ","","+31.591","-110.509","+1466.4","20020915","20240129"
"999999","53136","MERCURY 3 SSW","US","NV","","+36.624","-116.023","+1001.0","20010524","20240129"
"999999","53138","BAKER 5 W","US","NV","","+39.012","-114.209","+2016.9","20040509","20240129"
"999999","53139","STOVEPIPE WELLS 1 SW","US","CA","","+36.602","-117.145","+0025.6","20040504","20240129"
"999999","53149","TORREY 7 E","US","UT","","+38.303","-111.294","+1891.0","20071002","20240129"
"999999","53150","YOSEMITE VILLAGE 12 W","US","CA","","+37.759","-119.821","+2017.8","20070928","20240129"
"999999","53151","FALLBROOK 5 NE","US","CA","","+33.439","-117.190","+0347.5","20080430","20240129"
"999999","53152","SANTA BARBARA 11 W","US","CA","","+34.414","-119.880","+0005.5","20080814","20240129"
"999999","53154","YUMA 27 ENE","US","AZ","","+32.835","-114.188","+0189.0","20080319","20240129"
"999999","53155","WILLIAMS 35 NNW","US","AZ","","+35.755","-112.337","+1825.8","20080626","20240129"
"999999","53156","PHOENIX 7 S","US","AZ","","+33.347","-112.083","+0427.9","20100301","20140601"
"999999","53159","CAMERON 25 SSE","US","AZ","","+35.504","-111.345","+1465.2","20091215","20140601"
"999999","53160","CAMP VERDE 3 N","US","AZ","","+34.614","-111.843","+1046.7","20100302","20140601"
"999999","53162","COOLIDGE 5 W","US","AZ","","+32.992","-111.533","+0434.3","20100227","20140601"
"999999","53163","SOCORRO 17 WSW","US","NM","","+33.980","-107.187","+3196.1","20100625","20140601"
"999999","53164","PAGE 9 WSW","US","AZ","","+36.864","-111.601","+0991.8","20100803","20140601"
"999999","53165","DELTA 4 NE","US","UT","","+39.387","-112.510","+1451.2","20100801","20140601"
"999999","53166","ST. GEORGE 15 NE","US","UT","","+37.216","-113.379","+1041.5","20100805","20120927"
"999999","53167","MIDWAY 3 NE","US","UT","","+40.547","-111.414","+1752.0","20100723","20140601"
"999999","53168","AJO 29 S","US","AZ","","+31.950","-112.801","+0506.3","20100927","20140601"
"999999","53169","KAYENTA 16 WSW","US","AZ","","+36.682","-110.542","+2217.1","20100819","20140601"
"999999","53170","HEBER 3 SE","US","AZ","","+34.398","-110.566","+2019.3","20091217","20140601"
"999999","53171","MILFORD 42 WNW","US","UT","","+38.594","-113.751","+1601.7","20100802","20140601"
"999999","53172","LAKE HAVASU CITY 19 SE","US","AZ","","+34.253","-114.134","+0126.8","20100922","20140601"
"999999","53173","NAGEEZI 18 SSW","US","NM","","+36.035","-107.905","+1965.7","20100901","20140601"
"999999","53176","GILA BEND 3 ENE","US","AZ","","+32.965","-112.670","+0237.7","20100924","20140601"
"999999","53186","DEATH VALLEY NATIONAL PARK","US","CA","","+36.463","-116.867","-0059.1","20220503","20240128"
"999999","53843","ANDALUSIA-OPP  MUNICIPAL AIRPORT","US","AL","","+31.309","-086.394","+0094.5","20040702","20051230"
"999999","53846","KINGS BAY/NAVAL STATION","US","GA","","+30.800","-081.500","+0015.2","19960702","19971231"
"999999","53848","NAVAL AUXILIARY LANDING FD","US","FL","KNFJ","+30.507","-086.960","+0033.8","19960702","20091231"
"999999","53854","ORANGEBURG MUNICIPAL AP","US","SC","KOGB","+33.462","-080.858","+0060.0","19970602","19971231"
"999999","53867","COLUMBIA OWENS DOWNTOWN AP","US","SC","KCUB","+33.971","-080.996","+0064.6","19981002","20051231"
"999999","53877","ASHEVILLE 8 SSW","US","NC","","+35.495","-082.614","+0655.6","20001120","20240129"
"999999","53878","ASHEVILLE 13 S","US","NC","","+35.419","-082.557","+0641.0","20001121","20240129"
"999999","53882","KNOXVILLE ISLAND AP","US","GA","KBGE","+30.983","-084.633","+0043.0","20020602","20051231"
"999999","53894","HERLONG AIRPORT","US","FL","KHEG","+30.278","-081.806","+0026.5","20020602","20050702"
"999999","53921","MOUNT IDA","US","AR","KMWT","+34.547","-093.578","+0214.0","19990302","20041231"
"999999","53926","STILLWATER 2 W","US","OK","","+36.118","-097.091","+0271.3","20020312","20240129"
"999999","53927","STILLWATER 5 WNW","US","OK","","+36.135","-097.108","+0270.7","20020312","20240129"
"999999","53960","LAFAYETTE 13 SE","US","LA","","+30.092","-091.873","+0010.7","20030111","20240129"
"999999","53961","MONROE 26 N","US","LA","","+32.883","-092.117","+0026.8","20030115","20240129"
"999999","53968","PALESTINE 6 WNW","US","TX","","+31.780","-095.723","+0116.7","20030525","20240129"
"999999","53974","MANHATTAN 6 SSW","US","KS","","+39.103","-096.610","+0346.6","20031001","20240129"
"999999","54701","PUERTO MONTT B","CI","","","-41.467","-072.817","+0011.0","19570103","19600429"
"999999","54781","W. H. MORSE STATE AIRPORT","US","VT","KDDH","+42.894","-073.249","+0241.0","19981202","20051231"
"999999","54783","ROCK SPRINGS","US","PA","","+40.710","-077.930","+0371.9","20080101","20231201"
"999999","54794","DURHAM 2 N","US","NH","","+43.172","-070.928","+0036.3","20011216","20240129"
"999999","54795","DURHAM 2 SSW","US","NH","","+43.109","-070.948","+0019.2","20011216","20240129"
"999999","54796","KINGSTON 1 NW","US","RI","","+41.491","-071.541","+0035.1","20011216","20240129"
"999999","54797","KINGSTON 1 W","US","RI","","+41.478","-071.542","+0032.3","20011216","20240129"
"999999","54808","CHAMPAIGN 9 SW","US","IL","","+40.053","-088.373","+0213.4","20021220","20240129"
"999999","54810","CHATHAM 1 SE","US","MI","","+46.335","-086.920","+0266.7","20041110","20240129"
